Track	Artist	Album	Genre	Duration	Play Date	Play Time (ET)
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-10-12	21:06
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-10-12	21:21
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-10-13	20:20
Andy McKee	Drifting	Art of Motion	Fingerstyle / Acoustic	5:02	2024-10-13	20:25
Miles Davis	Flamenco Sketches	Kind of Blue	Jazz	9:26	2024-10-13	20:32
Kaki King	Cargo Cult	Glow	Fingerstyle / Acoustic	3:48	2024-10-13	20:43
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-10-13	20:47
Miles Davis	Blue in Green	Kind of Blue	Jazz	5:37	2024-10-13	20:59
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-10-13	21:08
Miles Davis	Blue in Green	Kind of Blue	Jazz	5:37	2024-10-14	20:26
Tommy Emmanuel	Angelina	It's Never Too Late	Fingerstyle / Acoustic	3:42	2024-10-14	20:29
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-10-14	20:39
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-10-14	20:49
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-10-14	21:03
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-10-14	21:12
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-10-14	21:28
Fleet Foxes	Montezuma	Helplessness Blues	Indie Folk	4:19	2024-10-14	21:35
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-10-15	20:15
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-10-15	20:23
Miles Davis	Flamenco Sketches	Kind of Blue	Jazz	9:26	2024-10-15	20:27
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-10-15	20:33
Fleet Foxes	Blue Ridge Mountains	Fleet Foxes	Indie Folk	3:55	2024-10-15	20:45
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-10-15	20:54
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-10-15	20:58
Johann Sebastian Bach	BWV 1004 Chaconne (Hilary Hahn)	Partitas for Solo Violin	Classical	14:12	2024-10-16	20:14
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-10-16	20:30
Johann Sebastian Bach	Cello Suite No. 1 - Prelude (Yo-Yo Ma)	Six Unaccompanied Cello Suites	Classical	2:23	2024-10-16	20:35
Andy McKee	Rylynn	Art of Motion	Fingerstyle / Acoustic	4:45	2024-10-16	20:39
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-10-16	20:47
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-10-16	21:03
Miles Davis	Flamenco Sketches	Kind of Blue	Jazz	9:26	2024-10-16	21:14
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-10-16	21:26
John Coltrane	Naima	Giant Steps	Jazz	4:23	2024-10-17	20:25
Miles Davis	So What	Kind of Blue	Jazz	9:22	2024-10-17	20:39
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-10-17	20:49
Miles Davis	Freddie Freeloader	Kind of Blue	Jazz	9:46	2024-10-17	20:58
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-10-17	21:13
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-10-17	21:21
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-10-17	21:30
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-10-18	20:16
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-10-18	20:24
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-10-18	20:35
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-10-19	20:00
Fleet Foxes	Blue Ridge Mountains	Fleet Foxes	Indie Folk	3:55	2024-10-19	20:03
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-10-19	20:11
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-10-19	20:24
Iron and Wine	Flightless Bird American Mouth	The Shepherd's Dog	Indie Folk	2:58	2024-10-19	20:39
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-10-19	20:53
Miles Davis	Flamenco Sketches	Kind of Blue	Jazz	9:26	2024-10-20	20:24
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-10-20	20:35
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-10-20	20:39
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-10-20	20:49
Fleet Foxes	Blue Ridge Mountains	Fleet Foxes	Indie Folk	3:55	2024-10-20	20:52
Miles Davis	So What	Kind of Blue	Jazz	9:22	2024-10-20	20:59
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-10-20	21:14
Miles Davis	Blue in Green	Kind of Blue	Jazz	5:37	2024-10-21	20:25
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-10-21	20:36
Tommy Emmanuel	Mombasa	Endless Road	Fingerstyle / Acoustic	4:44	2024-10-21	20:39
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-10-21	20:52
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-10-21	20:56
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-10-21	21:08
Johann Sebastian Bach	Cello Suite No. 1 - Prelude (Yo-Yo Ma)	Six Unaccompanied Cello Suites	Classical	2:23	2024-10-22	20:21
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-10-22	20:29
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-10-22	20:45
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-10-22	21:01
Kaki King	You Are the Blood	Junior	Fingerstyle / Acoustic	4:31	2024-10-22	21:12
Johann Sebastian Bach	BWV 1004 Chaconne (Hilary Hahn)	Partitas for Solo Violin	Classical	14:12	2024-10-22	21:20
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-10-23	20:07
Andy McKee	Drifting	Art of Motion	Fingerstyle / Acoustic	5:02	2024-10-23	20:10
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-10-23	20:18
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-10-23	20:31
Miles Davis	So What	Kind of Blue	Jazz	9:22	2024-10-23	20:47
Iron and Wine	Flightless Bird American Mouth	The Shepherd's Dog	Indie Folk	2:58	2024-10-23	20:59
Miles Davis	Flamenco Sketches	Kind of Blue	Jazz	9:26	2024-10-24	20:30
Andy McKee	Rylynn	Art of Motion	Fingerstyle / Acoustic	4:45	2024-10-24	20:38
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-10-24	20:50
Miles Davis	Flamenco Sketches	Kind of Blue	Jazz	9:26	2024-10-24	20:58
Kaki King	You Are the Blood	Junior	Fingerstyle / Acoustic	4:31	2024-10-25	20:23
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-10-25	20:32
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-10-25	20:42
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-10-26	20:24
Andy McKee	Art of Motion	Art of Motion	Fingerstyle / Acoustic	5:29	2024-10-26	20:28
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-10-26	20:37
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-10-26	20:49
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-10-27	20:15
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-10-27	20:25
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-10-27	20:38
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-10-27	20:47
Kaki King	You Are the Blood	Junior	Fingerstyle / Acoustic	4:31	2024-10-27	20:50
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-10-28	20:06
Kaki King	Cargo Cult	Glow	Fingerstyle / Acoustic	3:48	2024-10-28	20:16
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-10-29	20:15
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-10-29	20:29
Andy McKee	Rylynn	Art of Motion	Fingerstyle / Acoustic	4:45	2024-10-29	20:38
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-10-29	20:49
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-10-29	20:59
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-10-29	21:11
Iron and Wine	Cinder and Smoke	The Shepherd's Dog	Indie Folk	4:52	2024-10-30	20:15
Miles Davis	Blue in Green	Kind of Blue	Jazz	5:37	2024-10-30	20:30
Iron and Wine	Flightless Bird American Mouth	The Shepherd's Dog	Indie Folk	2:58	2024-10-30	20:43
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-10-30	20:52
Andy McKee	Drifting	Art of Motion	Fingerstyle / Acoustic	5:02	2024-10-30	21:02
Miles Davis	Flamenco Sketches	Kind of Blue	Jazz	9:26	2024-10-30	21:17
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-10-30	21:31
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-10-30	21:35
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-10-31	20:10
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-10-31	20:14
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-11-01	20:29
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-11-01	20:39
Tommy Emmanuel	Angelina	It's Never Too Late	Fingerstyle / Acoustic	3:42	2024-11-01	20:43
Johann Sebastian Bach	Air on the G String (Academy of St Martin)	Orchestral Suites	Classical	5:38	2024-11-02	20:10
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-11-02	20:18
Kaki King	You Are the Blood	Junior	Fingerstyle / Acoustic	4:31	2024-11-02	20:27
Iron and Wine	Flightless Bird American Mouth	The Shepherd's Dog	Indie Folk	2:58	2024-11-02	20:33
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-11-02	20:43
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-11-03	20:30
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-11-03	20:39
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-11-03	20:50
Miles Davis	Freddie Freeloader	Kind of Blue	Jazz	9:46	2024-11-03	21:05
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-11-03	21:13
Miles Davis	So What	Kind of Blue	Jazz	9:22	2024-11-03	21:28
Fleet Foxes	Montezuma	Helplessness Blues	Indie Folk	4:19	2024-11-04	20:04
Fleet Foxes	Montezuma	Helplessness Blues	Indie Folk	4:19	2024-11-04	20:16
Miles Davis	Flamenco Sketches	Kind of Blue	Jazz	9:26	2024-11-05	20:00
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-11-05	20:08
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-11-05	20:14
Johann Sebastian Bach	Air on the G String (Academy of St Martin)	Orchestral Suites	Classical	5:38	2024-11-05	20:28
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-11-05	20:35
Tommy Emmanuel	Angelina	It's Never Too Late	Fingerstyle / Acoustic	3:42	2024-11-05	20:51
Miles Davis	Freddie Freeloader	Kind of Blue	Jazz	9:46	2024-11-05	20:54
Tommy Emmanuel	Angelina	It's Never Too Late	Fingerstyle / Acoustic	3:42	2024-11-06	20:27
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-11-06	20:43
Fleet Foxes	Montezuma	Helplessness Blues	Indie Folk	4:19	2024-11-06	20:46
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-11-06	20:49
John Coltrane	Naima	Giant Steps	Jazz	4:23	2024-11-07	20:06
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-11-07	20:12
Tommy Emmanuel	Mombasa	Endless Road	Fingerstyle / Acoustic	4:44	2024-11-08	20:05
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-11-08	20:12
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-11-08	20:17
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-11-08	20:30
Miles Davis	Flamenco Sketches	Kind of Blue	Jazz	9:26	2024-11-08	20:36
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-11-08	20:40
Miles Davis	Freddie Freeloader	Kind of Blue	Jazz	9:46	2024-11-08	20:47
John Coltrane	Naima	Giant Steps	Jazz	4:23	2024-11-08	20:57
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-11-09	20:23
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-11-09	20:31
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-11-09	20:35
Johann Sebastian Bach	BWV 1004 Chaconne (Hilary Hahn)	Partitas for Solo Violin	Classical	14:12	2024-11-09	20:51
Tommy Emmanuel	Angelina	It's Never Too Late	Fingerstyle / Acoustic	3:42	2024-11-09	21:01
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-11-10	20:11
Miles Davis	So What	Kind of Blue	Jazz	9:22	2024-11-10	20:24
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-11-10	20:37
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-11-10	20:53
Kaki King	You Are the Blood	Junior	Fingerstyle / Acoustic	4:31	2024-11-10	20:58
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-11-10	21:12
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-11-10	21:23
Kaki King	Cargo Cult	Glow	Fingerstyle / Acoustic	3:48	2024-11-10	21:32
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-11-11	20:13
Fleet Foxes	Blue Ridge Mountains	Fleet Foxes	Indie Folk	3:55	2024-11-11	20:23
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-11-11	20:29
Tommy Emmanuel	Angelina	It's Never Too Late	Fingerstyle / Acoustic	3:42	2024-11-11	20:40
Miles Davis	Freddie Freeloader	Kind of Blue	Jazz	9:46	2024-11-11	20:51
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-11-12	20:26
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-11-12	20:30
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-11-12	20:33
Fleet Foxes	Blue Ridge Mountains	Fleet Foxes	Indie Folk	3:55	2024-11-12	20:39
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-11-12	20:55
Andy McKee	Rylynn	Art of Motion	Fingerstyle / Acoustic	4:45	2024-11-12	21:01
Kaki King	Cargo Cult	Glow	Fingerstyle / Acoustic	3:48	2024-11-12	21:11
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-11-13	20:22
Miles Davis	Freddie Freeloader	Kind of Blue	Jazz	9:46	2024-11-13	20:30
Andy McKee	Art of Motion	Art of Motion	Fingerstyle / Acoustic	5:29	2024-11-13	20:43
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-11-13	20:46
Miles Davis	Freddie Freeloader	Kind of Blue	Jazz	9:46	2024-11-13	20:54
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-11-14	20:24
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-11-14	20:40
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-11-15	20:22
Johann Sebastian Bach	Air on the G String (Academy of St Martin)	Orchestral Suites	Classical	5:38	2024-11-15	20:28
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-11-15	20:38
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-11-15	20:44
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-11-15	20:53
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-11-16	20:09
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-11-16	20:24
Fleet Foxes	Montezuma	Helplessness Blues	Indie Folk	4:19	2024-11-17	20:09
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-11-17	20:20
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-11-17	20:33
Tommy Emmanuel	Mombasa	Endless Road	Fingerstyle / Acoustic	4:44	2024-11-17	20:42
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-11-17	20:57
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-11-17	21:08
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-11-17	21:24
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-11-18	20:15
Andy McKee	Drifting	Art of Motion	Fingerstyle / Acoustic	5:02	2024-11-18	20:24
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-11-18	20:33
Johann Sebastian Bach	Air on the G String (Academy of St Martin)	Orchestral Suites	Classical	5:38	2024-11-18	20:49
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-11-18	21:02
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-11-18	21:05
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-11-18	21:15
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-11-19	20:05
Tommy Emmanuel	Mombasa	Endless Road	Fingerstyle / Acoustic	4:44	2024-11-19	20:11
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-11-19	20:16
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-11-19	20:22
Johann Sebastian Bach	BWV 1004 Chaconne (Hilary Hahn)	Partitas for Solo Violin	Classical	14:12	2024-11-19	20:25
Tommy Emmanuel	Mombasa	Endless Road	Fingerstyle / Acoustic	4:44	2024-11-19	20:36
Andy McKee	Drifting	Art of Motion	Fingerstyle / Acoustic	5:02	2024-11-19	20:42
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-11-20	20:14
Miles Davis	Freddie Freeloader	Kind of Blue	Jazz	9:46	2024-11-20	20:24
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-11-20	20:27
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-11-20	20:34
Tommy Emmanuel	Angelina	It's Never Too Late	Fingerstyle / Acoustic	3:42	2024-11-20	20:39
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-11-20	20:47
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-11-21	20:04
Johann Sebastian Bach	Cello Suite No. 1 - Prelude (Yo-Yo Ma)	Six Unaccompanied Cello Suites	Classical	2:23	2024-11-21	20:11
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-11-21	20:18
Andy McKee	Rylynn	Art of Motion	Fingerstyle / Acoustic	4:45	2024-11-21	20:32
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-11-21	20:46
Andy McKee	Drifting	Art of Motion	Fingerstyle / Acoustic	5:02	2024-11-21	21:01
Johann Sebastian Bach	BWV 1004 Chaconne (Hilary Hahn)	Partitas for Solo Violin	Classical	14:12	2024-11-22	20:10
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-11-22	20:17
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-11-22	20:21
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-11-22	20:37
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-11-22	20:43
Fleet Foxes	Montezuma	Helplessness Blues	Indie Folk	4:19	2024-11-22	20:59
Andy McKee	Rylynn	Art of Motion	Fingerstyle / Acoustic	4:45	2024-11-23	20:00
Fleet Foxes	Montezuma	Helplessness Blues	Indie Folk	4:19	2024-11-23	20:16
John Coltrane	Naima	Giant Steps	Jazz	4:23	2024-11-23	20:23
Kaki King	Cargo Cult	Glow	Fingerstyle / Acoustic	3:48	2024-11-23	20:31
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-11-23	20:34
Miles Davis	So What	Kind of Blue	Jazz	9:22	2024-11-24	20:20
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-11-24	20:28
John Coltrane	Naima	Giant Steps	Jazz	4:23	2024-11-24	20:38
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-11-24	20:53
Miles Davis	So What	Kind of Blue	Jazz	9:22	2024-11-24	21:03
Tommy Emmanuel	Mombasa	Endless Road	Fingerstyle / Acoustic	4:44	2024-11-24	21:09
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-11-24	21:15
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-11-24	21:26
John Coltrane	Naima	Giant Steps	Jazz	4:23	2024-11-25	20:28
John Coltrane	Naima	Giant Steps	Jazz	4:23	2024-11-25	20:39
Johann Sebastian Bach	BWV 1004 Chaconne (Hilary Hahn)	Partitas for Solo Violin	Classical	14:12	2024-11-25	20:52
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-11-25	21:04
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-11-25	21:20
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-11-26	20:03
Kaki King	You Are the Blood	Junior	Fingerstyle / Acoustic	4:31	2024-11-26	20:08
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-11-26	20:16
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-11-26	20:31
Andy McKee	Rylynn	Art of Motion	Fingerstyle / Acoustic	4:45	2024-11-26	20:34
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-11-27	20:19
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-11-27	20:27
Iron and Wine	Flightless Bird American Mouth	The Shepherd's Dog	Indie Folk	2:58	2024-11-28	20:13
Fleet Foxes	Montezuma	Helplessness Blues	Indie Folk	4:19	2024-11-28	20:26
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-11-28	20:40
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-11-28	20:51
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-11-28	20:57
Andy McKee	Rylynn	Art of Motion	Fingerstyle / Acoustic	4:45	2024-11-29	20:04
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-11-29	20:09
Miles Davis	Flamenco Sketches	Kind of Blue	Jazz	9:26	2024-11-29	20:20
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-11-29	20:36
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-11-29	20:47
Johann Sebastian Bach	Cello Suite No. 1 - Prelude (Yo-Yo Ma)	Six Unaccompanied Cello Suites	Classical	2:23	2024-11-30	20:14
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-11-30	20:19
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-11-30	20:34
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-11-30	20:38
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-11-30	20:50
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-11-30	21:00
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-11-30	21:15
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-12-01	20:29
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-12-01	20:37
Iron and Wine	Cinder and Smoke	The Shepherd's Dog	Indie Folk	4:52	2024-12-01	20:44
Miles Davis	Blue in Green	Kind of Blue	Jazz	5:37	2024-12-01	20:56
Tommy Emmanuel	Angelina	It's Never Too Late	Fingerstyle / Acoustic	3:42	2024-12-01	21:09
Johann Sebastian Bach	Cello Suite No. 1 - Prelude (Yo-Yo Ma)	Six Unaccompanied Cello Suites	Classical	2:23	2024-12-02	20:25
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-12-02	20:39
Iron and Wine	Flightless Bird American Mouth	The Shepherd's Dog	Indie Folk	2:58	2024-12-03	20:08
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-12-03	20:22
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-12-03	20:29
Tommy Emmanuel	Angelina	It's Never Too Late	Fingerstyle / Acoustic	3:42	2024-12-03	20:32
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-12-03	20:42
Johann Sebastian Bach	Air on the G String (Academy of St Martin)	Orchestral Suites	Classical	5:38	2024-12-04	20:25
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-12-04	20:36
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-12-04	20:43
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-12-04	20:56
